master_observation_id,season,master_variable,source_module,source_file,source_variable,source_observation_id,transformation,verification_status
MST-2021-0680,2021/22,total_net_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_transfer_consideration,TRX-DER-2021-TOTAL_NET,total_transfer_consideration - total_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0681,2021/22,primary_transfer_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_transfer_spend_to_revenue_pct,TRX-DER-2021-PRIM_SPEND_REV,(permanent_gross_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0682,2021/22,total_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_spend_to_revenue_pct,TRX-DER-2021-TOT_SPEND_REV,(total_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0683,2021/22,permanent_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_spend_to_revenue_pct,TRX-DER-2021-PERM_NET_REV,(permanent_net_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0684,2021/22,total_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_spend_to_revenue_pct,TRX-DER-2021-TOT_NET_REV,(total_net_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0685,2021/22,upper_bound_permanent_spend,TRANSFER,arsenal_transfers.csv,upper_bound_permanent_spend,TRX-202122-IN-036; TRX-202122-IN-037; TRX-202122-IN-038; TRX-202122-IN-039; TRX-202122-IN-040; TRX-202122-IN-041; TRX-202122-IN-042,sum(fee_gbp + add_on_fee) for permanent incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0686,2021/22,upper_bound_total_consideration,TRANSFER,arsenal_transfers.csv,upper_bound_total_consideration,TRX-202122-IN-036; TRX-202122-IN-037; TRX-202122-IN-038; TRX-202122-IN-039; TRX-202122-IN-040; TRX-202122-IN-041; TRX-202122-IN-042,sum(fee_gbp + add_on_fee) for all incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0687,2021/22,spend_add_on_differential,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_add_on_differential,TRX-DER-2021-SPEND_DIFF,upper_bound_permanent_spend - permanent_gross_transfer_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0688,2021/22,spend_sensitivity_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_sensitivity_pct,TRX-DER-2021-SPEND_SENS_PCT,(spend_add_on_differential / permanent_gross_transfer_spend) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0689,2021/22,transaction_count,TRANSFER,arsenal_transfers.csv,transaction_count,TRX-202122-IN-036; TRX-202122-IN-037; TRX-202122-IN-038; TRX-202122-IN-039; TRX-202122-IN-040; TRX-202122-IN-041; TRX-202122-IN-042; TRX-202122-OUT-044; TRX-202122-OUT-045; TRX-202122-OUT-046; TRX-202122-OUT-047; TRX-202122-OUT-048; TRX-202122-OUT-049,count of all transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0690,2021/22,incoming_count,TRANSFER,arsenal_transfers.csv,incoming_count,TRX-202122-IN-036; TRX-202122-IN-037; TRX-202122-IN-038; TRX-202122-IN-039; TRX-202122-IN-040; TRX-202122-IN-041; TRX-202122-IN-042,count of incoming transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0691,2021/22,outgoing_count,TRANSFER,arsenal_transfers.csv,outgoing_count,TRX-202122-OUT-044; TRX-202122-OUT-045; TRX-202122-OUT-046; TRX-202122-OUT-047; TRX-202122-OUT-048; TRX-202122-OUT-049,count of outgoing transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0692,2021/22,permanent_count,TRANSFER,arsenal_transfers.csv,permanent_count,TRX-202122-IN-036; TRX-202122-IN-037; TRX-202122-IN-038; TRX-202122-IN-039; TRX-202122-IN-040; TRX-202122-IN-041; TRX-202122-IN-042; TRX-202122-OUT-044; TRX-202122-OUT-045; TRX-202122-OUT-046; TRX-202122-OUT-047; TRX-202122-OUT-048,count of permanent transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0693,2021/22,loan_count,TRANSFER,arsenal_transfers.csv,loan_count,TRX-202122-OUT-049,count of temporary loan arrangements in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0694,2021/22,exact_fee_count,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,exact_fee_count,TRX-DER-2021-EXACT_COUNT,count where fee_value_status == 'EXACT',Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0695,2021/22,estimated_fee_count,TRANSFER,arsenal_transfers.csv,estimated_fee_count,TRX-202122-IN-036; TRX-202122-IN-037; TRX-202122-IN-038; TRX-202122-IN-039; TRX-202122-IN-040; TRX-202122-IN-041; TRX-202122-IN-042; TRX-202122-OUT-044,"count where fee_value_status in {'ESTIMATED', 'BASE_PLUS_ADDONS'}",Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0696,2021/22,undisclosed_fee_count,TRANSFER,arsenal_transfers.csv,undisclosed_fee_count,TRX-202122-IN-036; TRX-202122-IN-037; TRX-202122-IN-038; TRX-202122-IN-039; TRX-202122-IN-040; TRX-202122-IN-041; TRX-202122-IN-042; TRX-202122-OUT-044; TRX-202122-OUT-049,count where fee_disclosure_status == 'UNDISCLOSED',Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0697,2021/22,zero_free_count,TRANSFER,arsenal_transfers.csv,zero_free_count,TRX-202122-OUT-045; TRX-202122-OUT-046; TRX-202122-OUT-047; TRX-202122-OUT-048,count where fee_value_status == 'ZERO',Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0698,2021/22,loan_fee_count,TRANSFER,arsenal_transfers.csv,loan_fee_count,TRX-202122-OUT-049,count where fee_value_status == 'LOAN_FEE',Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0699,2021/22,transaction_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,transaction_coverage_pct,TRX-DER-2021-TRX_COV_PCT,(verified_transactions / identified_total) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0700,2021/22,numerical_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,numerical_fee_coverage_pct,TRX-DER-2021-NUM_COV_PCT,(numerical_fees / non_free_transactions) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0701,2021/22,exact_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,exact_fee_coverage_pct,TRX-DER-2021-EXACT_COV_PCT,(exact_fee_count / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0702,2021/22,primary_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_fee_coverage_pct,TRX-DER-2021-PRIM_COV_PCT,((exact_fee_count + zero_free_count) / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0703,2021/22,estimated_value_share_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,estimated_value_share_pct,TRX-DER-2021-EST_VAL_SHARE,(estimated_consideration / total_season_consideration) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0704,2021/22,classification,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,classification,TRX-DER-2021-CLASS,Structural classification: all 10 seasons verified as CORE,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0705,2021/22,notes,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,notes,TRX-DER-2021-NOTES,Structured seasonal transfer audit summary string,Reconciled Transaction Ledger & Primary Disclosures
MST-2021-0706,2021/22,league_position,SPORTING,arsenal_sporting.csv,league_position,SPT-PROV-2021-265,Direct Ranking from Official Table,Primary Regulatory Record
MST-2021-0707,2021/22,points,SPORTING,arsenal_sporting.csv,points,SPT-PROV-2021-266,None (Directly Reported),Primary Regulatory Record
MST-2021-0708,2021/22,matches_played,SPORTING,arsenal_sporting.csv,matches_played,SPT-PROV-2021-267,None (Directly Reported),Primary Regulatory Record
MST-2021-0709,2021/22,wins,SPORTING,arsenal_sporting.csv,wins,SPT-PROV-2021-268,None (Directly Reported),Primary Regulatory Record
MST-2021-0710,2021/22,draws,SPORTING,arsenal_sporting.csv,draws,SPT-PROV-2021-269,None (Directly Reported),Primary Regulatory Record
MST-2021-0711,2021/22,losses,SPORTING,arsenal_sporting.csv,losses,SPT-PROV-2021-270,None (Directly Reported),Primary Regulatory Record
MST-2021-0712,2021/22,goals_for,SPORTING,arsenal_sporting.csv,goals_for,SPT-PROV-2021-271,None (Directly Reported),Primary Regulatory Record
MST-2021-0713,2021/22,goals_against,SPORTING,arsenal_sporting.csv,goals_against,SPT-PROV-2021-272,None (Directly Reported),Primary Regulatory Record
MST-2021-0714,2021/22,goal_difference,SPORTING,arsenal_sporting.csv,goal_difference,SPT-PROV-2021-273,goals_for - goals_against,Derived from Primary Inputs
MST-2021-0715,2021/22,ppg,SPORTING,arsenal_sporting.csv,ppg,SPT-PROV-2021-274,points / matches_played,Derived from Primary Inputs
MST-2021-0716,2021/22,fa_cup_stage,SPORTING,arsenal_sporting.csv,fa_cup_stage,SPT-PROV-2021-275,Direct Tournament Round Record,Primary Regulatory Record
MST-2021-0717,2021/22,fa_cup_matches,SPORTING,arsenal_sporting.csv,fa_cup_matches,SPT-PROV-2021-276,Direct Match Count,Primary Regulatory Record
MST-2021-0718,2021/22,fa_cup_wins,SPORTING,arsenal_sporting.csv,fa_cup_wins,SPT-PROV-2021-277,Direct Match Count,Primary Regulatory Record
MST-2021-0719,2021/22,fa_cup_draws,SPORTING,arsenal_sporting.csv,fa_cup_draws,SPT-PROV-2021-278,Direct Match Count,Primary Regulatory Record
MST-2021-0720,2021/22,fa_cup_losses,SPORTING,arsenal_sporting.csv,fa_cup_losses,SPT-PROV-2021-279,Direct Match Count,Primary Regulatory Record
MST-2021-0721,2021/22,fa_cup_goals_for,SPORTING,arsenal_sporting.csv,fa_cup_goals_for,SPT-PROV-2021-280,Direct Goal Sum,Primary Regulatory Record
MST-2021-0722,2021/22,fa_cup_goals_against,SPORTING,arsenal_sporting.csv,fa_cup_goals_against,SPT-PROV-2021-281,Direct Goal Sum,Primary Regulatory Record
MST-2021-0723,2021/22,fa_cup_trophy,SPORTING,arsenal_sporting.csv,fa_cup_trophy,SPT-PROV-2021-282,Direct Tournament Victory Record,Primary Regulatory Record
MST-2021-0724,2021/22,league_cup_stage,SPORTING,arsenal_sporting.csv,league_cup_stage,SPT-PROV-2021-283,Direct Tournament Round Record,Primary Regulatory Record
MST-2021-0725,2021/22,league_cup_matches,SPORTING,arsenal_sporting.csv,league_cup_matches,SPT-PROV-2021-284,Direct Match Count,Primary Regulatory Record
MST-2021-0726,2021/22,league_cup_wins,SPORTING,arsenal_sporting.csv,league_cup_wins,SPT-PROV-2021-285,Direct Match Count,Primary Regulatory Record
MST-2021-0727,2021/22,league_cup_draws,SPORTING,arsenal_sporting.csv,league_cup_draws,SPT-PROV-2021-286,Direct Match Count,Primary Regulatory Record
MST-2021-0728,2021/22,league_cup_losses,SPORTING,arsenal_sporting.csv,league_cup_losses,SPT-PROV-2021-287,Direct Match Count,Primary Regulatory Record
MST-2021-0729,2021/22,league_cup_goals_for,SPORTING,arsenal_sporting.csv,league_cup_goals_for,SPT-PROV-2021-288,Direct Goal Sum,Primary Regulatory Record
MST-2021-0730,2021/22,league_cup_goals_against,SPORTING,arsenal_sporting.csv,league_cup_goals_against,SPT-PROV-2021-289,Direct Goal Sum,Primary Regulatory Record
MST-2021-0731,2021/22,league_cup_trophy,SPORTING,arsenal_sporting.csv,league_cup_trophy,SPT-PROV-2021-290,Direct Tournament Victory Record,Primary Regulatory Record
MST-2021-0732,2021/22,europe_competition,SPORTING,arsenal_sporting.csv,europe_competition,SPT-PROV-2021-291,Direct UEFA Participation Record,Primary Regulatory Record
MST-2021-0733,2021/22,europe_stage,SPORTING,arsenal_sporting.csv,europe_stage,SPT-PROV-2021-292,Direct UEFA Round Record,Primary Regulatory Record
MST-2021-0734,2021/22,europe_matches,SPORTING,arsenal_sporting.csv,europe_matches,SPT-PROV-2021-293,Direct Match Count,Primary Regulatory Record
MST-2021-0735,2021/22,europe_wins,SPORTING,arsenal_sporting.csv,europe_wins,SPT-PROV-2021-294,Direct Match Count,Primary Regulatory Record
MST-2021-0736,2021/22,europe_draws,SPORTING,arsenal_sporting.csv,europe_draws,SPT-PROV-2021-295,Direct Match Count,Primary Regulatory Record
MST-2021-0737,2021/22,europe_losses,SPORTING,arsenal_sporting.csv,europe_losses,SPT-PROV-2021-296,Direct Match Count,Primary Regulatory Record
MST-2021-0738,2021/22,europe_goals_for,SPORTING,arsenal_sporting.csv,europe_goals_for,SPT-PROV-2021-297,Direct Goal Sum,Primary Regulatory Record
MST-2021-0739,2021/22,europe_goals_against,SPORTING,arsenal_sporting.csv,europe_goals_against,SPT-PROV-2021-298,Direct Goal Sum,Primary Regulatory Record
MST-2021-0740,2021/22,europe_trophy,SPORTING,arsenal_sporting.csv,europe_trophy,SPT-PROV-2021-299,Direct Tournament Victory Record,Primary Regulatory Record
MST-2021-0741,2021/22,xg,SPORTING,arsenal_sporting.csv,xg,SPT-PROV-2021-300,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2021-0742,2021/22,xga,SPORTING,arsenal_sporting.csv,xga,SPT-PROV-2021-301,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2021-0743,2021/22,xgd,SPORTING,arsenal_sporting.csv,xgd,SPT-PROV-2021-302,xg - xga,Derived from Third-Party Inputs
MST-2021-0744,2021/22,xpts,SPORTING,arsenal_sporting.csv,xpts,SPT-PROV-2021-303,Understat/model-derived metric,Third-Party Analytics Model
MST-2021-0745,2021/22,ppda,SPORTING,arsenal_sporting.csv,ppda,SPT-PROV-2021-304,Direct Model: sum(att) / sum(def),Third-Party Analytics Model
MST-2021-0746,2021/22,possession_pct,SPORTING,arsenal_sporting.csv,possession_pct,SPT-PROV-2021-305,Arithmetic mean: raw_possession / 38,Derived from Primary Inputs
MST-2021-0747,2021/22,shots,SPORTING,arsenal_sporting.csv,shots,SPT-PROV-2021-306,Direct: total_scoring_att,Primary Regulatory Record
MST-2021-0748,2021/22,shots_on_target,SPORTING,arsenal_sporting.csv,shots_on_target,SPT-PROV-2021-307,Direct: ontarget_scoring_att,Primary Regulatory Record
MST-2021-0749,2021/22,covid_disruption_flag,SPORTING,arsenal_sporting.csv,covid_disruption_flag,SPT-PROV-2021-308,Direct: Calendar Shock,Primary Regulatory Record
MST-2022-0750,2022/23,financial_year,FINANCIAL,arsenal_financials.csv,financial_year,FIN-FY2023-FOOTBA-0134,Direct Calendar Alignment (31 May),Audited Statutory Accounts (Companies House)
MST-2022-0751,2022/23,football_turnover,FINANCIAL,arsenal_financials.csv,football_turnover,FIN-FY2023-FOOTBA-0134,None (Directly Reported in £m),Primary Audited
MST-2022-0752,2022/23,total_turnover,FINANCIAL,arsenal_financials.csv,total_turnover,FIN-FY2023-TOTAL_-0135,None (Directly Reported in £m),Primary Audited
MST-2022-0753,2022/23,broadcast_revenue,FINANCIAL,arsenal_financials.csv,broadcast_revenue,FIN-FY2023-BROADC-0136,None (Directly Reported in £m),Primary Audited
MST-2022-0754,2022/23,commercial_revenue,FINANCIAL,arsenal_financials.csv,commercial_revenue,FIN-FY2023-COMMER-0137,None (Directly Reported in £m),Primary Audited
MST-2022-0755,2022/23,matchday_revenue,FINANCIAL,arsenal_financials.csv,matchday_revenue,FIN-FY2023-MATCHD-0138,None (Directly Reported in £m),Primary Audited
MST-2022-0756,2022/23,staff_costs,FINANCIAL,arsenal_financials.csv,staff_costs,FIN-FY2023-STAFF_-0139,None (Directly Reported in £m),Primary Audited
MST-2022-0757,2022/23,operating_expenses,FINANCIAL,arsenal_financials.csv,operating_expenses,FIN-FY2023-OPERAT-0140,None (Directly Reported in £m),Primary Audited
MST-2022-0758,2022/23,player_amortisation,FINANCIAL,arsenal_financials.csv,player_amortisation,FIN-FY2023-PLAYER-0141,None (Directly Reported in £m),Primary Audited
MST-2022-0759,2022/23,player_impairment,FINANCIAL,arsenal_financials.csv,player_impairment,FIN-FY2023-PLAYER-0142,None (Directly Reported in £m),Primary Audited
MST-2022-0760,2022/23,depreciation,FINANCIAL,arsenal_financials.csv,depreciation,FIN-FY2023-DEPREC-0143,None (Directly Reported in £m),Primary Audited
MST-2022-0761,2022/23,operating_profit_loss,FINANCIAL,arsenal_financials.csv,operating_profit_loss,FIN-FY2023-OPERAT-0144,None (Directly Reported in £m),Primary Audited
MST-2022-0762,2022/23,net_profit_loss,FINANCIAL,arsenal_financials.csv,net_profit_loss,FIN-FY2023-NET_PR-0145,None (Directly Reported in £m),Primary Audited
MST-2022-0763,2022/23,cash,FINANCIAL,arsenal_financials.csv,cash,FIN-FY2023-CASH-0146,None (Directly Reported in £m),Primary Audited
MST-2022-0764,2022/23,gross_debt,FINANCIAL,arsenal_financials.csv,gross_debt,FIN-FY2023-GROSS_-0147,None (Directly Reported in £m),Primary Audited
MST-2022-0765,2022/23,net_debt,FINANCIAL,arsenal_financials.csv,net_debt,FIN-FY2023-NET_DE-0148,gross_debt - cash,Primary Audited
MST-2022-0766,2022/23,net_finance_costs,FINANCIAL,arsenal_financials.csv,net_finance_costs,FIN-FY2023-NET_FI-0149,None (Directly Reported in £m),Primary Audited
MST-2022-0767,2022/23,profit_on_player_disposals,FINANCIAL,arsenal_financials.csv,profit_on_player_disposals,FIN-FY2023-PROFIT-0150,None (Directly Reported in £m),Primary Audited
MST-2022-0768,2022/23,player_registration_additions,FINANCIAL,arsenal_financials.csv,player_registration_additions,FIN-FY2023-PLAYER-0151,None (Directly Reported in £m),Primary Audited
MST-2022-0769,2022/23,player_registration_nbv,FINANCIAL,arsenal_financials.csv,player_registration_nbv,FIN-FY2023-PLAYER-0152,None (Directly Reported in £m),Primary Audited
MST-2022-0770,2022/23,revenue_growth_pct,FINANCIAL,arsenal_financials.csv,revenue_growth_pct,DER-FY2023-REVENU-0261,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Derived Analytical
MST-2022-0771,2022/23,commercial_share_pct,FINANCIAL,arsenal_financials.csv,commercial_share_pct,DER-FY2023-COMMER-0262,(commercial_revenue / football_turnover) * 100,Derived Analytical
MST-2022-0772,2022/23,broadcast_share_pct,FINANCIAL,arsenal_financials.csv,broadcast_share_pct,DER-FY2023-BROADC-0263,(broadcast_revenue / football_turnover) * 100,Derived Analytical
MST-2022-0773,2022/23,matchday_share_pct,FINANCIAL,arsenal_financials.csv,matchday_share_pct,DER-FY2023-MATCHD-0264,(matchday_revenue / football_turnover) * 100,Derived Analytical
MST-2022-0774,2022/23,wage_to_revenue_pct,FINANCIAL,arsenal_financials.csv,wage_to_revenue_pct,DER-FY2023-WAGE_T-0265,(staff_costs / football_turnover) * 100,Derived Analytical
MST-2022-0775,2022/23,operating_margin_pct,FINANCIAL,arsenal_financials.csv,operating_margin_pct,DER-FY2023-OPERAT-0266,(operating_profit_loss / football_turnover) * 100,Derived Analytical
MST-2022-0776,2022/23,net_margin_pct,FINANCIAL,arsenal_financials.csv,net_margin_pct,DER-FY2023-NET_MA-0267,(net_profit_loss / football_turnover) * 100,Derived Analytical
MST-2022-0777,2022/23,net_debt_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_debt_to_revenue_pct,DER-FY2023-NET_DE-0268,(net_debt / football_turnover) * 100,Derived Analytical
MST-2022-0778,2022/23,net_finance_cost_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_finance_cost_to_revenue_pct,DER-FY2023-NET_FI-0269,(net_finance_costs / football_turnover) * 100,Derived Analytical
MST-2022-0779,2022/23,amortisation_to_revenue_pct,FINANCIAL,arsenal_financials.csv,amortisation_to_revenue_pct,DER-FY2023-AMORTI-0270,(player_amortisation / football_turnover) * 100,Derived Analytical
MST-2022-0780,2022/23,permanent_gross_transfer_spend,TRANSFER,arsenal_transfers.csv,permanent_gross_transfer_spend,TRX-202223-IN-043; TRX-202223-IN-044; TRX-202223-IN-045; TRX-202223-IN-046; TRX-202223-IN-047; TRX-202223-IN-048; TRX-202223-IN-049; TRX-202223-IN-050,sum(fee_gbp) for permanent incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
